browser,city,country,device,element_id,event_id,event_type,ip_address,page,product_id,quantity,search_query,session_id,timestamp,user_id
Edge,South Richardbury,LT,mobile,,b1a750f1-d4a5-4530-92e1-aedeeb84decf,remove_from_cart,91.184.126.142,cart,PROD_2682,5,,6a66943c-53d,2026-01-19T17:39:34.435249Z,13367acd
Safari,Evelyntown,FM,desktop,,fdaf6edf-0eb5-4a57-baaa-4f7edfea0b8f,login,28.234.180.184,checkout,,,,6fbb9198-084,2026-01-19T17:39:34.443957Z,3e347f68
Chrome,Lake Amyland,GT,desktop,btn_return_43,36b50b90-4c9e-44a8-bfee-030056620a2d,click,209.251.144.13,profile,,,,100b6057-4c5,2026-01-19T17:39:34.450530Z,33f55854
Chrome,New Jennifer,ZA,desktop,,b221775f-ea6c-412c-b05f-f61f268a9c61,page_view,91.176.85.146,cart,,,,be6e3bdb-85c,2026-01-19T17:39:34.527224Z,659667be
Safari,Jenniferland,KG,tablet,,b21a7f70-82f8-4d50-ba7f-0fa6011c6f69,login,146.31.113.56,product_detail,,,,4017bae4-996,2026-01-19T17:39:34.531437Z,ddc93412
Chrome,Johnstad,KM,desktop,,082ecc5f-a4ea-43ae-bd5d-7008eb2abec6,add_to_cart,195.45.78.182,products,PROD_1951,2,,888f642b-3aa,2026-01-19T17:39:34.563679Z,c9e69267
Firefox,Wyattfurt,BA,mobile,,12a3dc8f-8e23-4072-8e83-f63d2bc83da1,page_view,11.183.163.202,checkout,,,,19cc41dd-d53,2026-01-19T17:39:34.567570Z,6af6cd56
Firefox,South Emily,BH,tablet,,b12fa00d-d0ab-4e16-b6af-94ec534dfd52,search,29.5.62.185,profile,,,perhaps,261b339f-9e3,2026-01-19T17:39:34.665614Z,9ced1078
Edge,East Molly,NO,tablet,,65cff5e2-a6aa-4b60-9ab2-a020503ab8fd,add_to_cart,205.178.81.22,products,PROD_1162,1,,da6f803d-e2d,2026-01-19T17:39:34.679171Z,cc657742
Firefox,Port Michelle,LV,tablet,,d2605620-25fd-46b2-b74e-fd3b9d41fed3,remove_from_cart,94.231.160.198,cart,PROD_2254,5,,1a77ad21-bb6,2026-01-19T17:39:34.686163Z,6244268a
Firefox,Lake Sydneymouth,BY,tablet,btn_kid_11,7c22a6d7-4b21-4e83-8d87-c9f488ecc9e8,click,137.182.193.149,product_detail,,,,27965c8d-ca5,2026-01-19T17:39:34.700675Z,2f34cca5
Chrome,Johnsonborough,AE,desktop,,794b4772-3bd8-404e-8623-ca161fc9f136,page_view,211.31.125.131,help,,,,77a00df0-e6f,2026-01-19T17:39:34.712916Z,33f55854
Firefox,Blanchardborough,BN,tablet,,ae9518c6-c6cb-465c-9f23-7ec0717b8159,remove_from_cart,90.209.234.59,settings,PROD_1156,3,,2c13f87d-33f,2026-01-19T17:39:34.717240Z,1352bade
Edge,West Christina,ER,tablet,,401190cf-5466-43a0-b11b-37b87cd1e99b,login,73.58.128.28,home,,,,bb0ccc81-0a6,2026-01-19T17:39:34.721070Z,cc52175b
Firefox,Hernandezbury,RW,tablet,,870fd0ff-7a15-400b-bf12-d78f1b59b279,add_to_cart,60.76.133.89,profile,PROD_1191,2,,1362250e-547,2026-01-19T17:39:34.732049Z,1f8dded6
Chrome,West William,TZ,tablet,,175f7eaa-0dfb-4dc9-975f-b83588621ff9,search,4.40.95.162,cart,,,involve,98bbccd3-c92,2026-01-19T17:39:34.743636Z,605cd8ac
Edge,West Chelsea,EG,mobile,,9accccb6-949c-4b1e-803a-6fee62f3ace6,add_to_cart,1.169.182.70,product_detail,PROD_2683,2,,9cadb39f-f43,2026-01-19T17:39:34.756446Z,a573fead
Chrome,North Heather,SK,tablet,,2d9becdf-5096-46f3-8389-0f449f88a502,logout,58.121.184.112,products,,,,ebeeda11-032,2026-01-19T17:39:34.760092Z,5df0641b
Safari,West Rodneyhaven,CZ,desktop,,13148fbe-2f3b-4803-b1c2-68b17d8c19ac,remove_from_cart,65.200.200.67,settings,PROD_1314,2,,8f6efe8b-7b4,2026-01-19T17:39:34.780850Z,cd5a6e96
Edge,West Rosefurt,SM,mobile,,6636b4a7-c862-4018-8998-52c6ed3dca32,search,139.131.255.145,checkout,,,he,21347385-f72,2026-01-19T17:39:34.817441Z,25ab67fc
Chrome,Matthewsfurt,PA,mobile,,88a37439-ed77-4d8c-94bd-4e8899bfdd14,page_view,198.45.135.55,profile,,,,3f175816-092,2026-01-19T17:39:34.842450Z,657f1ff1
Firefox,Kariview,MU,tablet,,b8a5a92f-63ba-450d-b2d4-6b512ddd8f81,add_to_cart,165.253.138.132,profile,PROD_1792,1,,865f6889-4f9,2026-01-19T17:39:34.855879Z,efcddef0
Safari,East Richard,GN,mobile,,10cf69d2-b60b-4995-8aa5-eb866d3f5659,page_view,155.19.36.77,cart,,,,84e46596-baa,2026-01-19T17:39:34.859742Z,4c05eca9
Edge,Powellmouth,CN,mobile,,95156e1d-8ebc-494a-8367-6264123e5fb2,add_to_cart,104.73.177.49,settings,PROD_2627,2,,7d5b244c-89d,2026-01-19T17:39:34.870368Z,c6a500ae
Safari,Chadville,SK,mobile,,cd2c2b15-51b6-43a3-ade7-a2383e8bfbab,page_view,92.221.143.197,product_detail,,,,9e7e1e56-c58,2026-01-19T17:39:34.883913Z,5d925a7e
Firefox,Lake Joseborough,GA,mobile,,523fccef-0f81-42fe-94fa-de18bfe59791,page_view,6.230.163.95,cart,,,,bc7016d8-119,2026-01-19T17:39:34.936300Z,35f9f838
Firefox,Lake Adrienne,KN,mobile,,3a5d3031-1d43-4771-b3e8-6e02c023f3e8,page_view,24.247.40.99,cart,,,,4efd35bc-86b,2026-01-19T17:39:34.960767Z,090a8b48
Safari,Luketown,CO,desktop,,411e48cf-84d3-41bb-b1dc-0f3f3b1bd05d,add_to_cart,182.48.16.129,settings,PROD_1005,3,,4e24a1a9-f0b,2026-01-19T17:39:34.964185Z,1f0b709c
Edge,Port Dawnmouth,TT,mobile,,3b7eb1b7-bcdf-4014-8d60-148d4ed6e0cd,add_to_cart,209.8.73.201,settings,PROD_2936,5,,567c2483-4f7,2026-01-19T17:39:34.973592Z,7c2549ac
Safari,Omarmouth,FJ,tablet,,336015c1-3a1b-4051-a48f-79710594dbfb,remove_from_cart,188.131.166.183,settings,PROD_1915,2,,4cba5483-34d,2026-01-19T17:39:34.989611Z,50f2f576
Edge,East Alexandriaton,PE,desktop,,01c7b0f9-a434-4fe3-8d66-8e1972f8d023,add_to_cart,79.241.211.156,cart,PROD_1490,3,,11fbec2d-e37,2026-01-19T17:39:35.028513Z,6af6cd56
Safari,Nicoleland,PL,desktop,,fe78def1-33e8-4866-ac57-bd866fc67985,login,147.73.5.230,product_detail,,,,de023875-b70,2026-01-19T17:39:35.033360Z,6af6cd56
Firefox,South Christine,NZ,tablet,,241af5b5-adc4-46d0-9e37-843121d1afb0,login,34.93.182.31,products,,,,dbd09e6c-827,2026-01-19T17:39:35.038563Z,abbc95fe
Safari,Stevenberg,GT,mobile,,7188e008-c336-4e23-9fc9-cd1f58ac878b,add_to_cart,67.247.6.213,products,PROD_1834,5,,795395ad-d04,2026-01-19T17:39:35.066309Z,01d2f75d
Safari,Taylorstad,AO,mobile,btn_model_43,7814638a-03b3-4421-a303-706b5bbdd604,click,146.166.96.58,home,,,,371b0a97-faa,2026-01-19T17:39:35.071582Z,738dbbab
Safari,Sethshire,AE,mobile,,d3314319-017a-4bae-9fc1-a3e5e34dc978,search,104.116.125.106,cart,,,strategy,5d365887-d85,2026-01-19T17:39:35.080445Z,9c1df1f2
Safari,Toddchester,AR,mobile,,07f0894f-d998-4d1a-830c-bcd4741cee02,page_view,82.250.65.205,products,,,,4c6c4aae-58a,2026-01-19T17:39:35.089892Z,79726452
Firefox,Garrettburgh,TT,mobile,,01e3d0da-fb00-4840-bccd-986b1e91bb09,add_to_cart,139.72.128.241,help,PROD_2767,1,,9678b544-65d,2026-01-19T17:39:35.132917Z,ad4a507c
Safari,Danielside,SN,desktop,,cd32f02a-bf01-458c-bba0-4437463e2a1a,add_to_cart,27.190.247.185,checkout,PROD_2818,3,,3cb8fe08-73c,2026-01-19T17:39:35.146440Z,5f2da208
Safari,Ramirezstad,MN,tablet,,cce93889-8c44-4484-8eef-7b427b0bea73,page_view,119.92.152.78,cart,,,,42e5c25e-a04,2026-01-19T17:39:35.158356Z,32ce0847
Safari,Jennifershire,BW,mobile,,933adcb1-245d-44df-9edc-9b95a45ac11b,logout,88.24.143.136,home,,,,7894d098-4e0,2026-01-19T17:39:35.185614Z,ff29f7da
Chrome,South Jessicashire,ES,mobile,,1511d40b-30ea-45cd-b324-85e98bf80324,page_view,176.57.122.102,checkout,,,,5406b0f1-46f,2026-01-19T17:39:35.256940Z,c9e69267
Edge,Hernandezshire,ER,mobile,,87eba16f-4c28-4618-a086-ef40d27d45c8,add_to_cart,136.46.31.1,home,PROD_1175,3,,6c7af97c-454,2026-01-19T17:39:35.275149Z,4ceca0e0
Safari,Virginiaton,AO,mobile,,dcede31e-8619-41c9-94a0-5ac1cae90bd4,remove_from_cart,192.185.55.179,help,PROD_1623,2,,63dc0862-6be,2026-01-19T17:39:35.285465Z,8936613a
Edge,Morganside,NA,desktop,,029c8815-b610-4dd6-b97d-a0dc0f120893,search,95.170.156.77,product_detail,,,I,9259bc91-a52,2026-01-19T17:39:35.288413Z,8c4bea7e
Edge,North Jennifer,PE,desktop,,3789e2bc-d05d-400a-927b-b59a82d83b99,remove_from_cart,151.181.54.164,help,PROD_1170,1,,bcbf8a51-327,2026-01-19T17:39:35.303412Z,cef5996a
Edge,Jessicamouth,JM,mobile,,247d92a0-6265-4309-81b5-2f37aa25dfa5,remove_from_cart,109.125.14.11,profile,PROD_2585,5,,31196082-7c5,2026-01-19T17:39:35.313516Z,3b9a5a4b
Edge,West Jonathan,RU,tablet,,fc9f8b9d-13b5-47d2-84e7-f2fc29505c2e,page_view,187.166.186.55,products,,,,449d0c91-fc8,2026-01-19T17:39:35.319506Z,33f55854
Firefox,Kinghaven,SY,desktop,,6ff43955-e156-41c1-8348-323a8985c189,remove_from_cart,9.39.196.131,checkout,PROD_1312,3,,b5c18def-f62,2026-01-19T17:39:35.331760Z,6f5f59c2
Chrome,Alejandraburgh,BA,tablet,,af1140ac-2dbb-42a3-8d83-c7d4119aeeb8,add_to_cart,213.35.16.153,help,PROD_2420,5,,788cc6ea-3aa,2026-01-19T17:39:35.350993Z,b7be291a
Firefox,Lake Emilyside,TV,desktop,,d503cb91-8def-4a58-8266-b135cb637b31,login,4.66.91.96,product_detail,,,,fa99a12d-245,2026-01-19T17:39:35.355728Z,443e9a69
Chrome,Port Lee,EE,mobile,,c67fa192-a41c-48ed-b149-8c199fca9209,login,11.36.104.123,help,,,,aa1c71de-4ac,2026-01-19T17:39:35.358869Z,c66ceda3
Edge,Chanhaven,FM,mobile,,c049a923-bd9f-4034-9695-926f7a61f06a,remove_from_cart,199.146.17.79,home,PROD_1799,2,,c4e34a04-fa4,2026-01-19T17:39:35.378317Z,0c825438
Safari,Loweshire,DE,desktop,,4725dd7b-df5e-4dd3-bf09-a68eabacb4d7,logout,16.193.252.156,cart,,,,2e2c8195-238,2026-01-19T17:39:35.382993Z,32c2fc3f
Firefox,Port Virginia,LK,mobile,,c85262b3-a50d-440b-92e7-ec88dfc93810,logout,214.247.241.17,help,,,,82751535-32c,2026-01-19T17:39:35.432958Z,5b29041f
Chrome,East Christineburgh,GQ,tablet,,51841512-f31b-454e-a0a7-378d4d33abf5,page_view,217.148.248.73,checkout,,,,ec53f6c0-2d0,2026-01-19T17:39:35.457332Z,6d3795f2
Firefox,South James,SV,tablet,,ed452505-672b-47ab-a8d6-08d23b54d8ab,page_view,203.109.87.134,products,,,,21964e15-afe,2026-01-19T17:39:35.475668Z,42083e71
Chrome,South Mikayla,TL,desktop,,3a1623be-f08c-4f58-956b-7d8a625a9961,logout,36.66.235.15,home,,,,fde1f3fc-464,2026-01-19T17:39:35.479940Z,e568bd36
Safari,Lake Eduardoview,SR,mobile,,6961b6a5-37c7-4524-9165-51ba9cfbe09f,page_view,24.0.174.94,home,,,,edc2e1ba-ac9,2026-01-19T17:39:35.562810Z,348d3c88
Firefox,West Josephchester,AZ,mobile,btn_report_86,ac60ede8-6238-49fe-9bf8-41519ac042d7,click,121.79.207.91,checkout,,,,34a3dd73-041,2026-01-19T17:39:35.583419Z,63219e18
Edge,Mossberg,NA,desktop,,e321b213-6062-4738-a21c-965f5d039942,add_to_cart,23.237.164.122,cart,PROD_2770,1,,945e1207-a19,2026-01-19T17:39:35.629183Z,df61cc6c
Chrome,Meghantown,ML,tablet,,01e3114b-eb31-4f07-b14f-2417313a039e,remove_from_cart,37.39.255.102,help,PROD_2940,1,,88b0464f-653,2026-01-19T17:39:35.676005Z,ff063968
Edge,Fisherport,IS,mobile,,dd27c1b2-7843-46a2-b936-1f20d9e7863d,add_to_cart,132.87.223.52,settings,PROD_1966,2,,806ef506-9f8,2026-01-19T17:39:35.697794Z,b17e06a0
Edge,Jeffreyberg,TO,mobile,,ca6d3f1a-6c2c-490b-9b71-ee2bc8d904ba,add_to_cart,24.235.233.152,checkout,PROD_1295,4,,cc2f108e-e8c,2026-01-19T17:39:35.737792Z,df238b2b
Safari,Lake Eric,BI,tablet,,bbaa79fc-a3ca-4324-b1f9-66618c69fe3d,add_to_cart,92.244.55.130,home,PROD_1533,1,,823e86b4-30b,2026-01-19T17:39:35.741733Z,96a19db8
Firefox,Dickersonfort,GB,mobile,,88a01c3b-596f-41b7-bc64-f9f5cb877e1e,page_view,126.12.77.203,product_detail,,,,59fc4266-afb,2026-01-19T17:39:35.763081Z,e42b685c
Firefox,South Sarahview,ML,tablet,,1033fea8-53eb-43be-8eb2-fbcb043a7070,add_to_cart,113.107.172.126,help,PROD_2658,5,,852f4cd3-c21,2026-01-19T17:39:35.766360Z,3604b0c3
Firefox,East Courtney,GD,mobile,,4277e38f-2dba-4b9e-9a54-34009d46426e,login,72.159.240.83,home,,,,ed35fbcc-759,2026-01-19T17:39:35.786833Z,3a164af8
Firefox,South Melissafort,GB,desktop,,a1d7eecb-fe5b-45a3-8728-1927774961ae,add_to_cart,210.130.68.10,settings,PROD_2438,2,,b070a523-637,2026-01-19T17:39:35.800638Z,982fedd8
Chrome,Whitneyland,VC,tablet,,08d616f5-2ae0-46be-8e30-38c5889baa6e,add_to_cart,82.79.48.115,help,PROD_2656,3,,efb5d103-1e5,2026-01-19T17:39:35.811512Z,13367acd
Firefox,Jayberg,NP,mobile,,c6190758-3609-45de-aaa1-4d0df729b3ae,add_to_cart,147.53.243.255,help,PROD_1156,3,,b79dd3a3-1cf,2026-01-19T17:39:35.857487Z,63219e18
Edge,Melanieport,CV,desktop,,2653d1c4-9beb-48aa-8f33-a0ecc9657a77,add_to_cart,95.33.11.174,home,PROD_1271,1,,bfd8cd55-21f,2026-01-19T17:39:35.873148Z,714bbf3b
Firefox,Jonesstad,GN,mobile,,a8ba677f-4469-4dce-a0b9-9b4eaf92188c,page_view,147.111.149.109,help,,,,e08f0ab1-9ad,2026-01-19T17:39:35.891643Z,3a0a05f1
Edge,New Candicefort,CO,tablet,,295a586c-e575-47f7-bb40-2e054f37ccba,page_view,14.139.165.95,product_detail,,,,551c5f84-28a,2026-01-19T17:39:35.910854Z,d686dc11
Chrome,Reginatown,CY,mobile,,c0957c1a-6bd0-4afa-a38a-c084d1099c53,login,63.20.220.81,profile,,,,464f7333-a83,2026-01-19T17:39:35.918498Z,ff063968
Edge,New Carrie,ST,mobile,,34edc779-2e2e-49c8-96cd-4406b09ffe11,add_to_cart,68.192.118.244,products,PROD_2568,2,,529f8672-2c9,2026-01-19T17:39:35.923540Z,c66ceda3
Safari,Daniellehaven,CL,mobile,,7672de45-ec1b-407b-93c9-3505ac2f5a87,logout,184.56.187.2,checkout,,,,4b89bf91-8bf,2026-01-19T17:39:35.956098Z,5f453307
Chrome,Port Patricia,MW,desktop,,ed13890e-f2e7-4c9e-b5ed-b3f0218836bc,search,87.102.177.49,profile,,,grow,511f3bd4-9b1,2026-01-19T17:39:35.960584Z,cc39a9cd
Firefox,Wendymouth,MW,tablet,,c8107301-d5fe-4e70-9b3d-5abe7b3fe346,page_view,171.33.87.61,help,,,,1886f89b-87d,2026-01-19T17:39:35.980871Z,038c65c0
Safari,Amyburgh,SG,tablet,,33fbbfa0-1c53-435f-a58a-053505ab35ff,add_to_cart,99.96.161.152,products,PROD_2993,4,,b49a294c-0ac,2026-01-19T17:39:36.015191Z,33f55854
Chrome,New Thomasland,DZ,tablet,,2d084faf-1585-4a8f-b0da-b7c52c2dfd25,add_to_cart,161.69.188.102,product_detail,PROD_1172,1,,ce70e061-af0,2026-01-19T17:39:36.036954Z,d42a0f71
Firefox,South Jasmine,CZ,desktop,,13e6264b-1c90-48f9-8367-aeac86157d56,remove_from_cart,108.155.26.60,checkout,PROD_1622,1,,76351856-4be,2026-01-19T17:39:36.093214Z,cc39a9cd
Safari,Floresshire,GA,mobile,,b13b5279-25db-4245-9349-80d82ef0f346,add_to_cart,99.87.186.235,checkout,PROD_1461,2,,86b1b10a-964,2026-01-19T17:39:36.101183Z,f9dbc1ed
Safari,Brooksburgh,LT,mobile,,01300f58-24e7-49df-ade6-d7076b398a00,page_view,28.92.51.9,cart,,,,6e6ef2c0-e69,2026-01-19T17:39:36.148300Z,8e3847c3
Chrome,East Brianna,MV,desktop,,5b21cfec-5dc2-4557-9164-1db95e9cb3a9,logout,170.137.64.166,settings,,,,801df7bd-e84,2026-01-19T17:39:36.289427Z,df238b2b
Edge,Port Robertburgh,SN,mobile,,4be59f28-5c9b-4ff1-84c6-40a9433e0581,search,137.126.200.109,products,,,amount,f6d24c9e-071,2026-01-19T17:39:36.352193Z,4c05eca9
Firefox,Kaylaview,WS,tablet,,dfc3fb4b-26a8-49f8-94b1-b562af7a4ead,add_to_cart,33.16.184.37,profile,PROD_2566,4,,029bed49-17f,2026-01-19T17:39:36.398360Z,3b901056
Safari,Port Nicoleberg,IR,tablet,,285d481c-edf8-48f2-88c8-d6468b51b3cc,add_to_cart,207.127.104.218,help,PROD_2057,5,,3c191677-fb6,2026-01-19T17:39:36.425963Z,1a3d1948
Firefox,Lisaland,CG,mobile,,df82571a-3d80-4e57-a1a3-e4b08fac4651,page_view,45.218.25.173,settings,,,,87ac5216-6be,2026-01-19T17:39:36.430043Z,617f2cba
Safari,Wilsonport,LA,desktop,,48a14d65-9934-4e0b-bf85-86e71d553aab,login,3.148.119.109,help,,,,6a3949d3-4ef,2026-01-19T17:39:36.452148Z,26492592
Firefox,North Alejandro,LV,mobile,,26415f0a-e25b-42ba-aa2c-e8157b25322a,search,154.220.66.110,product_detail,,,financial,63d0d43e-948,2026-01-19T17:39:36.475596Z,8d927670
Edge,Kathyburgh,AF,tablet,,728ef57e-b081-4b41-8e20-f751bea3b6ad,search,218.48.168.33,products,,,little,9fb2a1f0-eaf,2026-01-19T17:39:36.479416Z,88f50dd2
Edge,East Patrickbury,SV,mobile,btn_actually_76,9e2249d5-485f-431c-a4c3-f5fb54322ac1,click,94.84.49.82,products,,,,8911f1f0-618,2026-01-19T17:39:36.500817Z,d42a0f71
Firefox,Jonesberg,AL,mobile,,9152fda2-07b5-4ac8-85ae-18c7cf9615f5,add_to_cart,41.97.193.246,home,PROD_1414,1,,4a50de2b-81f,2026-01-19T17:39:36.506157Z,29046767
Edge,Brownville,CF,tablet,,11b9cc62-b90b-4ba7-a9bd-3fb6375b9b09,logout,33.8.249.34,checkout,,,,6cd5e9fb-872,2026-01-19T17:39:36.537562Z,5a0fa625
Edge,Jasonshire,MC,tablet,,65ab62cf-b6a2-44a1-b4f7-0d6f70da0c7b,page_view,48.5.232.99,profile,,,,d36b7e91-419,2026-01-19T17:39:36.588968Z,ca929b6b
Safari,Chamberschester,CO,mobile,,c19c31c7-b9cf-425d-89d4-ea07e640bdea,remove_from_cart,92.15.247.98,settings,PROD_2608,3,,6d854321-466,2026-01-19T17:39:36.597621Z,fb32b45c
Safari,East Ross,LB,tablet,,dc4a3eaf-59c8-4aa8-a5e3-281c56373128,add_to_cart,209.22.48.63,checkout,PROD_1566,3,,df6d6c36-b1c,2026-01-19T17:39:36.612820Z,c42ff08b
Safari,Garyville,ET,desktop,btn_sister_99,8e5b3214-a8ec-4cbb-9e6e-ca60a42d4371,click,199.250.138.247,profile,,,,530a825b-30b,2026-01-19T17:39:36.622551Z,26c55a95
Firefox,Ericview,MZ,mobile,,b971962d-c936-4faa-abb7-4ff1f4b08f43,add_to_cart,25.230.15.28,cart,PROD_2786,3,,0e292744-f63,2026-01-19T17:39:36.640678Z,9650b849
Safari,Lake Timothy,ER,desktop,,cc6a1edf-acb9-4c48-942b-1e5d4f8b69eb,page_view,165.248.21.63,profile,,,,8ccd27a9-1c9,2026-01-19T17:39:36.654515Z,f8bbed7e
Safari,Greenhaven,BG,tablet,btn_main_40,e014896e-1655-44f1-9fc8-fb313c302206,click,140.247.109.159,profile,,,,35f91e59-8b3,2026-01-19T17:39:36.711500Z,60ea30f1
Firefox,Brandyton,NL,tablet,,4d7221d6-ea1f-464d-b9e0-680903b8b22f,remove_from_cart,135.53.39.148,product_detail,PROD_2503,3,,4e67fb41-f55,2026-01-19T17:39:36.719467Z,fb7eeec0
Firefox,Welchfurt,KH,mobile,,03959663-d373-415f-826e-83f77fbe383f,add_to_cart,10.52.207.238,product_detail,PROD_1162,4,,ac49b912-df1,2026-01-19T17:39:36.749194Z,ae5f2491
Edge,Brightmouth,HN,tablet,,0fa0aae6-7734-49af-bbf6-89d3f9b06507,add_to_cart,83.227.150.18,help,PROD_1214,1,,b83906b4-719,2026-01-19T17:39:36.762769Z,3b2f8289
Edge,Codyshire,SY,desktop,,43f3b8aa-8ccb-4e2a-99dd-ce0c96f8f8f4,page_view,11.100.130.150,help,,,,fc874c1a-1ac,2026-01-19T17:39:36.766364Z,a54c60b8
Edge,East Amandaview,GA,desktop,,99e61333-dc56-434b-9a33-22798771581d,add_to_cart,20.70.66.179,product_detail,PROD_2908,3,,88a84bc3-36b,2026-01-19T17:39:36.769178Z,7556c5d3
Chrome,Tammieburgh,FM,mobile,,59e145ce-1f2e-40d0-bcbc-e0a7316c5721,page_view,114.75.139.85,checkout,,,,731ebe39-1e7,2026-01-19T17:39:36.772657Z,db1f55a2
Edge,South Benjamin,BD,tablet,,32595767-5b8d-4bf3-85b8-3bc7166dc2c4,remove_from_cart,143.239.207.4,settings,PROD_2546,3,,c96f12dc-e11,2026-01-19T17:39:36.780210Z,bb88f7e0
Safari,Moorehaven,NR,desktop,,1ee4199f-30ca-48d6-8b95-b465480eafc7,add_to_cart,3.88.232.229,cart,PROD_1530,5,,b52997c2-be2,2026-01-19T17:39:36.872895Z,4ee5cbd3
Safari,Lake Felicia,ZM,tablet,btn_next_87,cc035697-7b0c-46a8-8177-2cb5c19bb0bb,click,169.100.30.85,settings,,,,134ffa4e-275,2026-01-19T17:39:36.927650Z,b8039113
Edge,Port Marvin,IS,desktop,,31f35272-3869-4e72-9f99-83b5e135ff5d,page_view,7.139.160.129,cart,,,,70959fc8-afa,2026-01-19T17:39:36.943824Z,e5e3a521
Safari,Shawnport,AG,tablet,,d56e2f20-0761-49f5-8175-66888a300a24,add_to_cart,200.138.119.196,profile,PROD_2435,3,,66981a28-647,2026-01-19T17:39:36.985580Z,10081726
Edge,North Joel,TV,tablet,,707b3b2b-ac26-46be-b470-2c91d29c4a0f,remove_from_cart,146.174.1.237,home,PROD_2949,5,,4427c9bb-29c,2026-01-19T17:39:37.029848Z,ecd90a31
Chrome,New Collin,AM,mobile,,e0e42e5f-452e-4535-b1ec-950fd96762fe,add_to_cart,162.167.42.91,profile,PROD_2348,5,,351264b4-664,2026-01-19T17:39:37.059626Z,14fb133a
Chrome,Williamsmouth,BG,mobile,,ca73d280-d843-443e-ae85-924473bc12f9,add_to_cart,137.150.149.142,products,PROD_2228,1,,c7a2eee9-160,2026-01-19T17:39:37.162508Z,cc52175b
Edge,Michelleview,SZ,desktop,,3ea84e57-6556-457b-b810-8c7351d470ee,add_to_cart,128.174.196.135,checkout,PROD_1133,4,,f3112a33-a44,2026-01-19T17:39:37.189680Z,c0c50971
Firefox,Lake Rachel,TD,desktop,,d8f40070-ee60-4f9c-8972-418d44d0a8b2,add_to_cart,109.41.76.155,cart,PROD_2602,3,,f7210dfe-89e,2026-01-19T17:39:37.202252Z,e37df8ae
Safari,Eileenmouth,IN,tablet,btn_response_36,2fff1559-8fad-435d-80ef-b926ca6d0fac,click,56.210.123.191,settings,,,,d77f165c-7fb,2026-01-19T17:39:37.205980Z,443e9a69
Firefox,South Jessica,IQ,desktop,,640b3477-8bc5-4e83-b1cf-4a93203135a5,add_to_cart,199.32.214.17,home,PROD_2664,5,,74e6787d-433,2026-01-19T17:39:37.225149Z,49bb0bd0
Edge,New Robert,NE,tablet,,d2c2e12c-efb7-45d8-8835-6f84687a86d0,add_to_cart,67.156.20.148,products,PROD_1530,3,,ce1a1cd2-430,2026-01-19T17:39:37.228414Z,9ced1078
Safari,Kevinport,CV,desktop,,3d17a6b8-6580-4d25-9eba-64f1719eef60,add_to_cart,133.95.192.247,product_detail,PROD_2477,2,,587115cc-3ff,2026-01-19T17:39:37.244304Z,f3c06864
Chrome,Elizabethburgh,MZ,desktop,,11e38867-9644-44a8-933a-24f16369898f,add_to_cart,208.149.69.72,profile,PROD_2694,5,,267b75d4-dbc,2026-01-19T17:39:37.277461Z,96753900
Chrome,Donaldmouth,PS,mobile,,927be4b6-49a1-408a-bd88-52a6bf7d2d1a,logout,14.128.227.237,home,,,,41e756b1-e92,2026-01-19T17:39:37.294107Z,8d927670
Edge,Port Jessemouth,DZ,tablet,,2d5fbf47-f11d-4408-9d6e-d374cb7ce5e5,login,31.243.62.200,profile,,,,f17e7865-978,2026-01-19T17:39:37.297882Z,26cbbce9
Firefox,Samanthaton,EG,mobile,,be721fb3-856c-4fff-bbc5-df489fa31a78,page_view,153.93.102.0,checkout,,,,bbe9cf65-ade,2026-01-19T17:39:37.310158Z,bf407fe5
Edge,Jeanettebury,SE,tablet,,c0e4302f-5661-49a3-9c5e-f90d5aa2db64,add_to_cart,126.150.59.44,settings,PROD_2011,5,,4a242cfa-bdd,2026-01-19T17:39:37.329580Z,9f0ca0de
Safari,New Matthewfurt,KG,mobile,btn_open_22,668c4a30-f4ac-459f-a45b-91bfaf3ab594,click,191.171.74.53,product_detail,,,,65baca77-36f,2026-01-19T17:39:37.333119Z,14136179
Chrome,Port Brandonmouth,SK,mobile,,310ed46c-801b-46b6-b3f9-95dba15b2b34,page_view,87.127.19.236,product_detail,,,,b5cb486e-28c,2026-01-19T17:39:37.336727Z,15e33c97
Chrome,West Miguelville,IT,tablet,btn_so_84,efce0d89-4022-4e11-8671-f5e944fbfeb7,click,216.41.24.130,cart,,,,c86b87bf-667,2026-01-19T17:39:37.360837Z,6db10108
Firefox,North Stephaniemouth,AO,desktop,,485f5b8d-0ccc-4a01-ae8b-4464f107e2ef,add_to_cart,139.40.221.215,help,PROD_2096,3,,64fcdfb3-83c,2026-01-19T17:39:37.388317Z,13367acd
Chrome,Jessicaton,GA,tablet,,c9055888-737b-447f-b9d8-9893dc3102c4,add_to_cart,100.169.47.104,products,PROD_2489,5,,67ddffe6-1d4,2026-01-19T17:39:37.391224Z,443e9a69
Firefox,Jenniferstad,RO,desktop,,12cacb2e-7f49-47c8-9f38-9ceeab977c90,add_to_cart,79.46.215.17,products,PROD_2336,1,,250f2d2d-0f5,2026-01-19T17:39:37.428937Z,ff6b173d
Chrome,Steveton,TN,mobile,,d8776582-92c8-458e-8bb8-7b11a6a26482,remove_from_cart,174.113.64.221,checkout,PROD_2721,2,,2dd05288-001,2026-01-19T17:39:37.452760Z,3b27588b
